idtabla,fechaventa,agente,supervisor,SUCURSAL,REGION,paquete_vendido,id_paquete,precio,TipoServicio,fecha
184323,2025-07-01 10:43:54,5886,4714,Tlaquepaque,OCCIDENTE,PLAN AT&T 100 100,105,100.0,MEGAMOVIL,2025-07-01
184324,2025-07-01 10:45:13,4125,3942,Moroleon,TCO,NETFLIX ANUNCIOS 80 80,101,80.0,NETFLIX,2025-07-01
184325,2025-07-01 10:45:27,5898,4714,Tarimbaro,TCO,PLAN ALTAN 100 100,102,100.0,MEGAMOVIL,2025-07-01
184326,2025-07-01 10:45:27,5590,4714,Tarimbaro,TCO,PLAN ALTAN 100 100,102,100.0,MEGAMOVIL,2025-07-01
184327,2025-07-01 10:49:20,5881,3942,Cd. Zihuatanejo,OCCIDENTE,PLAN ALTAN 100 100,102,100.0,MEGAMOVIL,2025-07-01
184328,2025-07-01 10:49:20,4125,3942,Cd. Zihuatanejo,OCCIDENTE,MEGAS ASCENSO 0,87,0.0,Ascenso internet,2025-07-01
184329,2025-07-01 10:51:12,5420,3942,Zacapu,TCO,NETFLIX ANUNCIOS 80 80,101,80.0,NETFLIX,2025-07-01
184330,2025-07-01 10:55:51,5399,3942,Jocotepec,OCCIDENTE,NETFLIX ANUNCIOS 80 80,101,80.0,NETFLIX,2025-07-01
184331,2025-07-01 10:55:51,4125,3942,Jocotepec,OCCIDENTE,MEGAS ASCENSO 0,87,0.0,Ascenso internet,2025-07-01
184332,2025-07-01 10:57:06,5532,5720,Puerto Vallarta,OCCIDENTE,NETFLIX ANUNCIOS 80 80,101,80.0,NETFLIX,2025-07-01
184333,2025-07-01 10:57:06,5589,5720,Puerto Vallarta,OCCIDENTE,FOXSPORT PREMIUM 149 149,81,149.0,FOX,2025-07-01
184334,2025-07-01 10:58:39,5858,5468,Cd. Guadalajara,OCCIDENTE,PLAN ALTAN 100 100,102,100.0,MEGAMOVIL,2025-07-01
184335,2025-07-01 11:01:36,5898,4714,Tonalá,OCCIDENTE,PLAN AT&T 100 100,105,100.0,MEGAMOVIL,2025-07-01
184336,2025-07-01 11:01:36,3940,4714,Tonalá,OCCIDENTE,FOXSPORT PREMIUM 149 149,81,149.0,FOX,2025-07-01
184337,2025-07-01 11:01:54,5602,5720,San Martin Hidalgo,OCCIDENTE,PLAN ALTAN 100 100,102,100.0,MEGAMOVIL,2025-07-01
184338,2025-07-01 11:08:48,5805,5468,Cd. Zamora,OCCIDENTE,NETFLIX ANUNCIOS 80 80,101,80.0,NETFLIX,2025-07-01
184339,2025-07-01 11:08:48,5758,5468,Cd. Zamora,OCCIDENTE,FOXSPORT PREMIUM 149 149,81,149.0,FOX,2025-07-01
184342,2025-07-01 11:11:12,5847,5380,Puerto Vallarta,OCCIDENTE,PLAN ALTAN 100 100,102,100.0,MEGAMOVIL,2025-07-01
184343,2025-07-01 11:15:13,5807,5468,Cd. Zamora,OCCIDENTE,NETFLIX ANUNCIOS 80 80,101,80.0,NETFLIX,2025-07-01
184344,2025-07-01 11:15:47,5858,5468,Acatlán de Juarez,OCCIDENTE,NETFLIX ANUNCIOS 80 80,101,80.0,NETFLIX,2025-07-01
184345,2025-07-01 11:15:47,5805,5468,Acatlán de Juarez,OCCIDENTE,FOXSPORT PREMIUM 149 149,81,149.0,FOX,2025-07-01
184346,2025-07-01 11:16:13,5695,5380,La Peñita,OCCIDENTE,PLAN AT&T 100 100,105,100.0,MEGAMOVIL,2025-07-01
184347,2025-07-01 11:16:13,5704,5380,La Peñita,OCCIDENTE,PLAN AT&T 100 100,105,100.0,MEGAMOVIL,2025-07-01
184348,2025-07-01 11:16:35,5672,3942,Cd. La Piedad,OCCIDENTE,PLAN AT&T 100 100,105,100.0,MEGAMOVIL,2025-07-01
184349,2025-07-01 11:17:12,5898,4714,Cd. Colima,OCCIDENTE,NETFLIX ANUNCIOS 80 80,101,80.0,NETFLIX,2025-07-01
184350,2025-07-01 11:17:12,5575,4714,Cd. Colima,OCCIDENTE,FOXSPORT PREMIUM 149 149,81,149.0,FOX,2025-07-01
184351,2025-07-01 11:18:47,5360,5468,Villa Jimenez,TCO,NETFLIX ANUNCIOS 80 80,101,80.0,NETFLIX,2025-07-01
184352,2025-07-01 11:19:46,5769,5380,Tarimbaro,TCO,NETFLIX ANUNCIOS 80 80,101,80.0,NETFLIX,2025-07-01
184353,2025-07-01 11:22:18,5743,3942,Zapopan,OCCIDENTE,NETFLIX PREMIUM 329 329,95,329.0,NETFLIX,2025-07-01
184354,2025-07-01 11:22:31,5906,4714,Tarimbaro,TCO,CAJA ADICIONAL HD Y XVIEW 0,91,0.0,XVIEW,2025-07-01
184355,2025-07-01 11:22:31,4714,4714,Tarimbaro,TCO,FOXSPORT PREMIUM 149 149,81,149.0,FOX,2025-07-01
184356,2025-07-01 11:22:39,5817,3942,Puerto Vallarta,OCCIDENTE,PLAN ALTAN 100 100,102,100.0,MEGAMOVIL,2025-07-01
184357,2025-07-01 11:22:48,5881,3942,Ahualulco,OCCIDENTE,CAJA ADICIONAL HD Y XVIEW 0,91,0.0,XVIEW,2025-07-01
184358,2025-07-01 11:23:18,5602,5720,San Jose Iturbide,TCO,PLAN ALTAN 100 100,102,100.0,MEGAMOVIL,2025-07-01
184359,2025-07-01 11:25:28,5877,5720,Tarimbaro,TCO,PLAN ALTAN 100 100,102,100.0,MEGAMOVIL,2025-07-01
184360,2025-07-01 11:25:28,5877,5720,Tarimbaro,TCO,PLAN ALTAN 100 100,102,100.0,MEGAMOVIL,2025-07-01
184361,2025-07-01 11:25:52,5395,5468,Cd. Guadalajara,OCCIDENTE,NETFLIX ANUNCIOS 80 80,101,80.0,NETFLIX,2025-07-01
184362,2025-07-01 11:25:52,5805,5468,Cd. Guadalajara,OCCIDENTE,FOXSPORT PREMIUM 149 149,81,149.0,FOX,2025-07-01
184363,2025-07-01 11:26:22,3940,4714,Martinez de la Torre,GOLFO,PLAN AT&T 100 100,105,100.0,MEGAMOVIL,2025-07-01
184364,2025-07-01 11:26:22,5575,4714,Martinez de la Torre,GOLFO,FOXSPORT PREMIUM 149 149,81,149.0,FOX,2025-07-01
184365,2025-07-01 11:33:43,5914,5380,Tlajomulco,OCCIDENTE,NETFLIX ANUNCIOS 80 80,101,80.0,NETFLIX,2025-07-01
184366,2025-07-01 11:33:43,5380,5380,Tlajomulco,OCCIDENTE,FOXSPORT PREMIUM 149 149,81,149.0,FOX,2025-07-01
184367,2025-07-01 11:33:52,5860,5468,Cd. León,BAJIO,PLAN AT&T 100 100,105,100.0,MEGAMOVIL,2025-07-01
184368,2025-07-01 11:36:42,5695,5380,Cd. Morelia,TCO,NETFLIX ANUNCIOS 80 80,101,80.0,NETFLIX,2025-07-01
184369,2025-07-01 11:36:42,5695,5380,Cd. Morelia,TCO,MAX BASICO 60 60,100,60.0,HBO,2025-07-01
184370,2025-07-01 11:40:23,5873,5720,Manzanillo,OCCIDENTE,PLAN AT&T 100 100,105,100.0,MEGAMOVIL,2025-07-01
184371,2025-07-01 11:40:23,5532,5720,Manzanillo,OCCIDENTE,PLAN AT&T 100 100,105,100.0,MEGAMOVIL,2025-07-01
184372,2025-07-01 11:42:22,5886,4714,Tarimbaro,TCO,NETFLIX ANUNCIOS 80 80,101,80.0,NETFLIX,2025-07-01
184373,2025-07-01 11:42:22,5590,4714,Tarimbaro,TCO,FOXSPORT PREMIUM 149 149,81,149.0,FOX,2025-07-01
184374,2025-07-01 11:44:32,5805,5468,Cd. Zamora,OCCIDENTE,NETFLIX ANUNCIOS 80 80,101,80.0,NETFLIX,2025-07-01
184375,2025-07-01 11:44:32,5468,5468,Cd. Zamora,OCCIDENTE,FOXSPORT PREMIUM 149 149,81,149.0,FOX,2025-07-01
184376,2025-07-01 11:44:49,5910,4714,Tarimbaro,TCO,NETFLIX ANUNCIOS 80 80,101,80.0,NETFLIX,2025-07-01
184377,2025-07-01 11:50:04,5896,4714,Manzanillo,OCCIDENTE,NETFLIX ANUNCIOS 80 80,101,80.0,NETFLIX,2025-07-01
184378,2025-07-01 11:51:49,5826,5468,Cd. Tepic,OCCIDENTE,MAX BASICO 60 60,100,60.0,HBO,2025-07-01
184379,2025-07-01 11:53:42,5672,3942,Tlajomulco,OCCIDENTE,PLAN AT&T 100 100,105,100.0,MEGAMOVIL,2025-07-01
184380,2025-07-01 11:58:50,5420,3942,Tlajomulco,OCCIDENTE,NETFLIX ANUNCIOS 80 80,101,80.0,NETFLIX,2025-07-01
184381,2025-07-01 11:58:50,5572,3942,Tlajomulco,OCCIDENTE,FOXSPORT PREMIUM 149 149,81,149.0,FOX,2025-07-01
184382,2025-07-01 12:00:58,5882,3942,Ocotlán,OCCIDENTE,PLAN AT&T 100 100,105,100.0,MEGAMOVIL,2025-07-01
184383,2025-07-01 12:01:21,5769,5380,Cd. León,BAJIO,NETFLIX ANUNCIOS 80 80,101,80.0,NETFLIX,2025-07-01
184384,2025-07-01 12:01:21,5380,5380,Cd. León,BAJIO,FOXSPORT PREMIUM 149 149,81,149.0,FOX,2025-07-01
184385,2025-07-01 12:01:39,5806,5468,Tarimbaro,TCO,NETFLIX ANUNCIOS 80 80,101,80.0,NETFLIX,2025-07-01
184386,2025-07-01 12:01:39,5805,5468,Tarimbaro,TCO,FOXSPORT PREMIUM 149 149,81,149.0,FOX,2025-07-01
184387,2025-07-01 12:02:37,5914,5380,Cd. Colima,OCCIDENTE,NETFLIX ANUNCIOS 80 80,101,80.0,NETFLIX,2025-07-01
184388,2025-07-01 12:03:40,5860,5468,Acatlán de Juarez,OCCIDENTE,NETFLIX ANUNCIOS 80 80,101,80.0,NETFLIX,2025-07-01
184389,2025-07-01 12:03:40,5758,5468,Acatlán de Juarez,OCCIDENTE,FOXSPORT PREMIUM 149 149,81,149.0,FOX,2025-07-01
184390,2025-07-01 12:07:24,5872,5720,Manzanillo,OCCIDENTE,NETFLIX ANUNCIOS 80 80,101,80.0,NETFLIX,2025-07-01
184391,2025-07-01 12:07:24,5872,5720,Manzanillo,OCCIDENTE,PLAN AT&T 100 100,105,100.0,MEGAMOVIL,2025-07-01
184392,2025-07-01 12:07:24,5720,5720,Manzanillo,OCCIDENTE,PLAN AT&T 100 100,105,100.0,MEGAMOVIL,2025-07-01
184393,2025-07-01 12:07:32,5785,3942,Matamoros,NORTE,NETFLIX ANUNCIOS 80 80,101,80.0,NETFLIX,2025-07-01
184394,2025-07-01 12:07:32,5572,3942,Matamoros,NORTE,FOXSPORT PREMIUM 149 149,81,149.0,FOX,2025-07-01
184395,2025-07-01 12:09:04,5863,5380,Tlajomulco,OCCIDENTE,NETFLIX ANUNCIOS 80 80,101,80.0,NETFLIX,2025-07-01
184396,2025-07-01 12:09:04,5380,5380,Tlajomulco,OCCIDENTE,FOXSPORT PREMIUM 149 149,81,149.0,FOX,2025-07-01
184397,2025-07-01 12:11:00,5896,4714,Cd. Zihuatanejo,OCCIDENTE,MAX BASICO 60 60,100,60.0,HBO,2025-07-01
184398,2025-07-01 12:11:00,5575,4714,Cd. Zihuatanejo,OCCIDENTE,FOXSPORT PREMIUM 149 149,81,149.0,FOX,2025-07-01
184399,2025-07-01 12:15:38,5882,3942,Cd. Morelia,TCO,PLAN ALTAN 100 100,102,100.0,MEGAMOVIL,2025-07-01
184400,2025-07-01 12:15:38,4125,3942,Cd. Morelia,TCO,PLAN ALTAN 100 100,102,100.0,MEGAMOVIL,2025-07-01
184401,2025-07-01 12:17:43,5602,3942,Cd. Morelia,TCO,NETFLIX ANUNCIOS 80 80,101,80.0,NETFLIX,2025-07-01
184402,2025-07-01 12:19:05,5785,3942,Cd. Guadalajara,OCCIDENTE,PLAN ALTAN 100 100,102,100.0,MEGAMOVIL,2025-07-01
184403,2025-07-01 12:19:05,5785,5720,Cd. Guadalajara,OCCIDENTE,PLAN ALTAN 100 100,102,100.0,MEGAMOVIL,2025-07-01
184404,2025-07-01 12:19:25,5898,4714,Cd. Jerez,TCO,PLAN ALTAN 100 100,102,100.0,MEGAMOVIL,2025-07-01
184405,2025-07-01 12:19:25,5590,4714,Cd. Jerez,TCO,PLAN ALTAN 100 100,102,100.0,MEGAMOVIL,2025-07-01
184406,2025-07-01 12:20:48,5758,5468,Tonalá,OCCIDENTE,NETFLIX ANUNCIOS 80 80,101,80.0,NETFLIX,2025-07-01
184407,2025-07-01 12:20:49,5468,5468,Tonalá,OCCIDENTE,FOXSPORT PREMIUM 149 149,81,149.0,FOX,2025-07-01
184408,2025-07-01 12:21:58,5915,4714,Cd. Morelia,TCO,CAJA ADICIONAL HD Y XVIEW 0,91,0.0,XVIEW,2025-07-01
184409,2025-07-01 12:21:58,5915,4714,Cd. Morelia,TCO,CAJA ADICIONAL HD Y XVIEW 0,91,0.0,XVIEW,2025-07-01
184410,2025-07-01 12:22:53,5399,3942,Ahualulco,OCCIDENTE,NETFLIX ANUNCIOS 80 80,101,80.0,NETFLIX,2025-07-01
184411,2025-07-01 12:23:24,5855,3942,Ixtlahuacan de los M,OCCIDENTE,NETFLIX ANUNCIOS 80 80,101,80.0,NETFLIX,2025-07-01
184412,2025-07-01 12:23:24,5572,3942,Ixtlahuacan de los M,OCCIDENTE,FOXSPORT PREMIUM 149 149,81,149.0,FOX,2025-07-01
184413,2025-07-01 12:25:45,5807,5468,Ahualulco,OCCIDENTE,PLAN AT&T 100 100,105,100.0,MEGAMOVIL,2025-07-01
184414,2025-07-01 12:25:45,5758,5468,Ahualulco,OCCIDENTE,FOXSPORT PREMIUM 149 149,81,149.0,FOX,2025-07-01
184415,2025-07-01 12:29:25,5526,5720,Cd. Morelia,TCO,PLAN ALTAN 100 100,102,100.0,MEGAMOVIL,2025-07-01
184416,2025-07-01 12:29:25,5589,5720,Cd. Morelia,TCO,PLAN ALTAN 100 100,102,100.0,MEGAMOVIL,2025-07-01
184417,2025-07-01 12:34:37,5860,5468,Ocotlán,OCCIDENTE,PLAN AT&T 100 100,105,100.0,MEGAMOVIL,2025-07-01
184418,2025-07-01 12:34:37,5805,5468,Ocotlán,OCCIDENTE,PLAN AT&T 100 100,105,100.0,MEGAMOVIL,2025-07-01
184419,2025-07-01 12:35:49,5743,3942,Ixtlahuacan de los M,OCCIDENTE,PLAN AT&T 100 100,105,100.0,MEGAMOVIL,2025-07-01
184420,2025-07-01 12:35:49,5743,3942,Ixtlahuacan de los M,OCCIDENTE,MEGAS ASCENSO 0,87,0.0,Ascenso internet,2025-07-01
184421,2025-07-01 12:36:34,5785,3942,Zapopan,OCCIDENTE,WIFI EXTENDER 0,49,0.0,WIFI EXTENDER,2025-07-01
184422,2025-07-01 12:39:23,5847,5380,Cd. La Piedad,OCCIDENTE,NETFLIX ANUNCIOS 80 80,101,80.0,NETFLIX,2025-07-01
184423,2025-07-01 12:39:23,5704,5380,Cd. La Piedad,OCCIDENTE,FOXSPORT PREMIUM 149 149,81,149.0,FOX,2025-07-01
184424,2025-07-01 12:44:35,5869,5720,Ocotlán,OCCIDENTE,PLAN AT&T 100 100,105,100.0,MEGAMOVIL,2025-07-01
184425,2025-07-01 12:44:35,5720,5720,Ocotlán,OCCIDENTE,FOXSPORT PREMIUM 149 149,81,149.0,FOX,2025-07-01
184426,2025-07-01 12:46:32,5924,5468,Cd. Morelia,TCO,PLAN ALTAN 100 100,102,100.0,MEGAMOVIL,2025-07-01
184427,2025-07-01 12:47:01,5913,5380,Santa Ana Pacueco,OCCIDENTE,PLAN AT&T 100 100,105,100.0,MEGAMOVIL,2025-07-01
184428,2025-07-01 12:47:51,5796,4714,Zapopan,OCCIDENTE,PLAN ALTAN 100 100,102,100.0,MEGAMOVIL,2025-07-01
184429,2025-07-01 12:56:37,5130,5468,Puerto Vallarta,OCCIDENTE,NETFLIX ANUNCIOS 80 80,101,80.0,NETFLIX,2025-07-01
184430,2025-07-01 12:56:37,5805,5468,Puerto Vallarta,OCCIDENTE,FOXSPORT PREMIUM 149 149,81,149.0,FOX,2025-07-01
184431,2025-07-01 12:58:37,5879,5720,Tonalá,OCCIDENTE,PLAN AT&T 100 100,105,100.0,MEGAMOVIL,2025-07-01
184432,2025-07-01 12:58:37,5879,5720,Tonalá,OCCIDENTE,PLAN AT&T 100 100,105,100.0,MEGAMOVIL,2025-07-01
184433,2025-07-01 12:58:37,5532,5720,Tonalá,OCCIDENTE,FOXSPORT PREMIUM 149 149,81,149.0,FOX,2025-07-01
184434,2025-07-01 13:00:00,5395,5468,Tarimbaro,TCO,NETFLIX ANUNCIOS 80 80,101,80.0,NETFLIX,2025-07-01
184435,2025-07-01 13:01:00,5855,3942,Tlajomulco,OCCIDENTE,PLAN AT&T 100 100,105,100.0,MEGAMOVIL,2025-07-01
184436,2025-07-01 13:10:05,5881,3942,Tarimbaro,TCO,NETFLIX ANUNCIOS 80 80,101,80.0,NETFLIX,2025-07-01
184437,2025-07-01 13:11:16,5872,5720,Acambaro,TCO,PLAN ALTAN 100 100,102,100.0,MEGAMOVIL,2025-07-01
184438,2025-07-01 13:11:16,5532,5720,Acambaro,TCO,MEGAS ASCENSO 0,87,0.0,Ascenso internet,2025-07-01
184439,2025-07-01 13:12:02,5420,3942,Ixtlahuacan de los M,OCCIDENTE,NETFLIX ANUNCIOS 80 80,101,80.0,NETFLIX,2025-07-01
184440,2025-07-01 13:12:02,4125,3942,Ixtlahuacan de los M,OCCIDENTE,FOXSPORT PREMIUM 149 149,81,149.0,FOX,2025-07-01
184441,2025-07-01 13:13:43,5843,5380,Cd. Guadalajara,OCCIDENTE,PLAN ALTAN 100 100,102,100.0,MEGAMOVIL,2025-07-01
184442,2025-07-01 13:13:43,5380,5380,Cd. Guadalajara,OCCIDENTE,FOXSPORT PREMIUM 149 149,81,149.0,FOX,2025-07-01
184443,2025-07-01 13:15:28,5246,3942,La Barca,OCCIDENTE,PLAN AT&T 100 100,105,100.0,MEGAMOVIL,2025-07-01
184444,2025-07-01 13:15:28,5602,3942,La Barca,OCCIDENTE,FOXSPORT PREMIUM 149 149,81,149.0,FOX,2025-07-01
184445,2025-07-01 13:17:06,3940,4714,Quiroga,TCO,NETFLIX ANUNCIOS 80 80,101,80.0,NETFLIX,2025-07-01
184446,2025-07-01 13:17:06,5590,4714,Quiroga,TCO,FOXSPORT PREMIUM 149 149,81,149.0,FOX,2025-07-01
184447,2025-07-01 13:24:34,5860,5468,Tonalá,OCCIDENTE,NETFLIX ANUNCIOS 80 80,101,80.0,NETFLIX,2025-07-01
184448,2025-07-01 13:24:34,5468,5468,Tonalá,OCCIDENTE,FOXSPORT PREMIUM 149 149,81,149.0,FOX,2025-07-01
184449,2025-07-01 13:28:19,5847,5380,San Jose Iturbide,TCO,PLAN ALTAN 100 100,102,100.0,MEGAMOVIL,2025-07-01
184450,2025-07-01 13:28:19,5847,5380,San Jose Iturbide,TCO,FOXSPORT PREMIUM 149 149,81,149.0,FOX,2025-07-01
184451,2025-07-01 13:28:19,5847,5380,San Jose Iturbide,TCO,MAX BASICO 60 60,100,60.0,HBO,2025-07-01
184452,2025-07-01 13:28:51,5785,3942,Laguna Larga,OCCIDENTE,NETFLIX ANUNCIOS 80 80,101,80.0,NETFLIX,2025-07-01
184453,2025-07-01 13:31:14,5395,5468,Abasolo,BAJIO,NETFLIX ANUNCIOS 80 80,101,80.0,NETFLIX,2025-07-01
184454,2025-07-01 13:31:14,5468,5468,Abasolo,BAJIO,FOXSPORT PREMIUM 149 149,81,149.0,FOX,2025-07-01
184455,2025-07-01 13:33:39,5872,5720,Ixtlahuacan de los M,OCCIDENTE,NETFLIX ANUNCIOS 80 80,101,80.0,NETFLIX,2025-07-01
184456,2025-07-01 13:33:39,5872,5720,Ixtlahuacan de los M,OCCIDENTE,FOXSPORT PREMIUM 149 149,81,149.0,FOX,2025-07-01
184457,2025-07-01 13:36:17,5843,5380,Cd. Guadalajara,OCCIDENTE,NETFLIX ANUNCIOS 80 80,101,80.0,NETFLIX,2025-07-01
184458,2025-07-01 13:36:17,5704,5380,Cd. Guadalajara,OCCIDENTE,FOXSPORT PREMIUM 149 149,81,149.0,FOX,2025-07-01
184459,2025-07-01 13:38:40,5918,5380,Ocotlán,OCCIDENTE,NETFLIX ANUNCIOS 80 80,101,80.0,NETFLIX,2025-07-01
184460,2025-07-01 13:38:41,5720,5720,Ocotlán,OCCIDENTE,FOXSPORT PREMIUM 149 149,81,149.0,FOX,2025-07-01
184461,2025-07-01 13:39:33,5872,5720,Ocotlán,OCCIDENTE,PLAN AT&T 100 100,105,100.0,MEGAMOVIL,2025-07-01
184462,2025-07-01 13:44:01,5881,3942,Ocotlán,OCCIDENTE,NETFLIX ANUNCIOS 80 80,101,80.0,NETFLIX,2025-07-01
184463,2025-07-01 13:46:53,5758,5468,Cd. Morelia,TCO,NETFLIX ANUNCIOS 80 80,101,80.0,NETFLIX,2025-07-01
184464,2025-07-01 13:47:44,5855,3942,Tonalá,OCCIDENTE,NETFLIX ANUNCIOS 80 80,101,80.0,NETFLIX,2025-07-01
184465,2025-07-01 13:49:03,5898,4714,Cd. León,BAJIO,PLAN AT&T 200 200,106,200.0,MEGAMOVIL,2025-07-01
184466,2025-07-01 13:50:00,5879,5720,Tlajomulco,OCCIDENTE,PLAN AT&T 100 100,105,100.0,MEGAMOVIL,2025-07-01
184467,2025-07-01 13:50:00,5879,5720,Tlajomulco,OCCIDENTE,FOXSPORT PREMIUM 149 149,81,149.0,FOX,2025-07-01
184468,2025-07-01 13:53:50,5817,3942,Tlajomulco,OCCIDENTE,NETFLIX ANUNCIOS 80 80,101,80.0,NETFLIX,2025-07-01
184469,2025-07-01 13:54:02,5893,5720,Cd. Morelia,TCO,NETFLIX ANUNCIOS 80 80,101,80.0,NETFLIX,2025-07-01
184470,2025-07-01 13:54:11,5246,3942,Tonila,OCCIDENTE,PLAN AT&T 100 100,105,100.0,MEGAMOVIL,2025-07-01
184471,2025-07-01 13:54:11,5246,3942,Tonila,OCCIDENTE,PLAN AT&T 100 100,105,100.0,MEGAMOVIL,2025-07-01
184472,2025-07-01 13:58:32,5892,5720,San Jose Iturbide,TCO,PLAN ALTAN 100 100,102,100.0,MEGAMOVIL,2025-07-01
184473,2025-07-01 13:58:32,5892,5720,San Jose Iturbide,TCO,PLAN ALTAN 100 100,102,100.0,MEGAMOVIL,2025-07-01
184474,2025-07-01 15:07:46,5130,5468,Cd. Guadalajara,OCCIDENTE,NETFLIX ANUNCIOS 80 80,101,80.0,NETFLIX,2025-07-01
184475,2025-07-01 15:07:47,5758,5468,Cd. Guadalajara,OCCIDENTE,FOXSPORT PREMIUM 149 149,81,149.0,FOX,2025-07-01
184476,2025-07-01 15:07:48,5914,5380,Tonalá,OCCIDENTE,NETFLIX ANUNCIOS 80 80,101,80.0,NETFLIX,2025-07-01
184477,2025-07-01 15:07:48,5695,5380,Tonalá,OCCIDENTE,FOXSPORT PREMIUM 149 149,81,149.0,FOX,2025-07-01
184478,2025-07-01 15:11:00,5395,5468,Cd. León,BAJIO,NETFLIX ANUNCIOS 80 80,101,80.0,NETFLIX,2025-07-01
184479,2025-07-01 15:14:52,5860,5468,Cd. Guadalajara,OCCIDENTE,NETFLIX ANUNCIOS 80 80,101,80.0,NETFLIX,2025-07-01
184480,2025-07-01 15:14:52,5758,5468,Cd. Guadalajara,OCCIDENTE,FOXSPORT PREMIUM 149 149,81,149.0,FOX,2025-07-01
184481,2025-07-01 15:15:24,5886,4714,Cd. Guadalajara,OCCIDENTE,NETFLIX ANUNCIOS 80 80,101,80.0,NETFLIX,2025-07-01
184482,2025-07-01 15:16:51,5743,3942,Tijuana,PACIFICO,PLAN ALTAN 100 100,102,100.0,MEGAMOVIL,2025-07-01
184483,2025-07-01 15:16:51,5743,3942,Tijuana,PACIFICO,MEGAS ASCENSO 0,87,0.0,Ascenso internet,2025-07-01
184484,2025-07-01 15:21:00,5481,5468,Tonalá,OCCIDENTE,NETFLIX ANUNCIOS 80 80,101,80.0,NETFLIX,2025-07-01
184485,2025-07-01 15:21:00,5468,5468,Tonalá,OCCIDENTE,PLAN AT&T 100 100,105,100.0,MEGAMOVIL,2025-07-01
184486,2025-07-01 15:22:10,5399,3942,Tonalá,OCCIDENTE,PLAN AT&T 100 100,105,100.0,MEGAMOVIL,2025-07-01
184487,2025-07-01 15:22:11,5765,3942,Tonalá,OCCIDENTE,PLAN AT&T 100 100,105,100.0,MEGAMOVIL,2025-07-01
184488,2025-07-01 15:22:26,5905,3942,CD Guzman,OCCIDENTE,NETFLIX ANUNCIOS 80 80,101,80.0,NETFLIX,2025-07-01
184489,2025-07-01 15:22:26,4125,3942,CD Guzman,OCCIDENTE,FOXSPORT PREMIUM 149 149,81,149.0,FOX,2025-07-01
184490,2025-07-01 15:27:16,3940,4714,Moroleon,TCO,NETFLIX ANUNCIOS 80 80,101,80.0,NETFLIX,2025-07-01
184491,2025-07-01 15:27:16,5590,4714,Moroleon,TCO,FOXSPORT PREMIUM 149 149,81,149.0,FOX,2025-07-01
184492,2025-07-01 15:27:18,5863,5380,Cd. Jerez,TCO,NETFLIX ANUNCIOS 80 80,101,80.0,NETFLIX,2025-07-01
184493,2025-07-01 15:27:18,5695,5380,Cd. Jerez,TCO,FOXSPORT PREMIUM 149 149,81,149.0,FOX,2025-07-01
184494,2025-07-01 15:31:33,5886,4714,Mexicali,PACIFICO,PLAN ALTAN 100 100,102,100.0,MEGAMOVIL,2025-07-01
184495,2025-07-01 15:31:33,4714,4714,Mexicali,PACIFICO,FOXSPORT PREMIUM 149 149,81,149.0,FOX,2025-07-01
184496,2025-07-01 15:34:07,5924,5468,Zapopan,OCCIDENTE,NETFLIX ANUNCIOS 80 80,101,80.0,NETFLIX,2025-07-01
184497,2025-07-01 15:34:52,5860,5468,Cd. Morelia,TCO,PLAN ALTAN 100 100,102,100.0,MEGAMOVIL,2025-07-01
184498,2025-07-01 15:36:04,5871,5380,Villa Corona,OCCIDENTE,PLAN AT&T 100 100,105,100.0,MEGAMOVIL,2025-07-01
184499,2025-07-01 15:36:04,5871,5380,Villa Corona,OCCIDENTE,PLAN AT&T 100 100,105,100.0,MEGAMOVIL,2025-07-01
184500,2025-07-01 15:36:04,5871,5380,Villa Corona,OCCIDENTE,PLAN AT&T 100 100,105,100.0,MEGAMOVIL,2025-07-01
184501,2025-07-01 15:36:04,5871,5380,Villa Corona,OCCIDENTE,PLAN AT&T 100 100,105,100.0,MEGAMOVIL,2025-07-01
184502,2025-07-01 15:40:18,5863,5380,Merida,PENINSULA,NETFLIX ANUNCIOS 80 80,101,80.0,NETFLIX,2025-07-01
184503,2025-07-01 15:40:18,5695,5380,Merida,PENINSULA,FOXSPORT PREMIUM 149 149,81,149.0,FOX,2025-07-01
184504,2025-07-01 15:46:54,5843,5380,Tlajomulco,OCCIDENTE,NETFLIX ANUNCIOS 80 80,101,80.0,NETFLIX,2025-07-01
184505,2025-07-01 15:46:54,5704,5380,Tlajomulco,OCCIDENTE,FOXSPORT PREMIUM 149 149,81,149.0,FOX,2025-07-01
184506,2025-07-01 15:48:22,5914,5380,Cd. Colima,OCCIDENTE,NETFLIX ANUNCIOS 80 80,101,80.0,NETFLIX,2025-07-01
184507,2025-07-01 15:48:22,5468,5468,Cd. Colima,OCCIDENTE,FOXSPORT PREMIUM 149 149,81,149.0,FOX,2025-07-01
184508,2025-07-01 15:49:54,5879,5720,Jonacatepec,CENTRO,NETFLIX ANUNCIOS 80 80,101,80.0,NETFLIX,2025-07-01
184509,2025-07-01 15:49:54,5720,5720,Jonacatepec,CENTRO,FOXSPORT PREMIUM 149 149,81,149.0,FOX,2025-07-01
184512,2025-07-01 15:53:17,5526,5720,Ocotlán,OCCIDENTE,NETFLIX ANUNCIOS 80 80,101,80.0,NETFLIX,2025-07-01
